time,block_index,position,velocity,acceleration
0.0840,17,18.528544,0.000000,-0.000000
0.0840,18,19.387094,0.000000,0.000000
0.0840,19,20.569846,0.000000,0.000000
0.0840,20,21.696789,0.000000,0.000000
0.0840,21,22.669362,0.000000,0.000000
0.0840,22,23.616583,0.000000,0.000000
0.0840,23,24.453432,0.000000,-0.000000
0.0840,24,25.487604,0.000000,0.000000
0.0840,25,26.351553,0.000000,0.000000
0.0840,26,27.409353,0.000000,-0.000000
0.0840,27,28.400149,0.000000,0.000000
0.0840,28,29.369482,0.000000,0.000000
0.0840,29,30.498940,0.000000,-0.000000
0.0840,30,31.426022,0.000000,0.000000
0.0840,31,32.510162,0.000000,-0.000000
0.0840,32,33.612209,0.000000,0.000000
0.0840,33,34.735084,0.000000,-0.000000
0.0840,34,35.783376,0.000000,0.000000
0.0840,35,36.697047,0.000000,-0.000000
0.0840,36,37.784315,0.000000,0.000000
0.0840,37,38.657568,0.000000,-0.000000
0.0840,38,39.458459,0.000000,0.000000
0.0840,39,40.516858,0.000000,0.000000
0.0840,40,41.614774,0.000000,-0.000000
0.0840,41,42.557305,0.000000,0.000000
0.0840,42,43.737907,0.000000,0.000000
0.0840,43,44.817367,0.000000,0.000000
0.0840,44,45.759014,0.000000,-0.000000
0.0840,45,46.821013,0.000000,0.000000
0.0840,46,48.005579,0.000000,-0.000000
0.0840,47,48.919696,0.000000,0.000000
0.0840,48,50.028940,0.000000,0.000000
0.0840,49,51.127501,0.000000,0.000000
0.0840,50,52.069150,0.000000,-0.000000
0.0840,51,52.903255,0.000000,0.000000
0.0840,52,53.901623,0.000000,0.000000
0.0840,53,54.893541,0.000000,0.000000
0.0840,54,56.052159,0.000000,-0.000000
0.0840,55,57.179972,0.000000,0.000000
0.0840,56,58.203242,0.000000,0.000000
0.0840,57,59.080779,0.000000,0.000000
0.0840,58,59.950593,0.000000,-0.000000
0.0840,59,61.082517,0.000000,0.000000
0.0840,60,61.905012,0.000000,0.000000
0.0840,61,63.021984,0.000000,-0.000000
0.0840,62,64.039230,0.000000,0.000000
0.0840,63,65.096567,0.000000,0.000000
0.0840,64,66.146504,0.000000,0.000000
0.0840,65,67.273437,0.000000,-0.000000
0.0840,66,68.387039,0.000000,0.000000
0.0840,67,69.205714,0.000000,0.000000
0.0840,68,70.304260,0.000000,-0.000000
0.0840,69,71.387302,0.000000,0.000000
0.0840,70,72.580560,0.000000,0.000000
0.0840,71,73.701861,0.000000,0.000000
0.0840,72,74.636005,0.000000,0.000000
0.0840,73,75.523527,0.000000,0.000000
0.0840,74,76.462761,0.000000,-0.000000
0.0840,75,77.342878,0.000000,0.000000
0.0840,76,78.163219,0.000000,-0.000000
0.0840,77,79.151623,0.000000,0.000000
0.0840,78,80.142670,0.000000,0.000000
0.0840,79,81.255726,0.000000,0.000000
0.0840,80,82.379637,0.000000,0.000000
0.0840,81,83.302948,0.000000,0.000000
0.0840,82,84.391855,0.000000,0.000000
0.0840,83,85.404436,0.000000,-0.000000
0.0840,84,86.438222,0.000000,0.000000
0.0840,85,87.587929,0.000000,-0.000000
0.0840,86,88.689397,0.000000,0.000000
0.0840,87,89.639051,0.000000,0.000000
0.0840,88,90.535502,0.000000,-0.000000
0.0840,89,91.360956,0.000000,0.000000
0.0840,90,92.265597,0.000000,-0.000000
0.0840,91,93.178666,0.000000,0.000000
0.0840,92,94.148452,0.000000,0.000000
0.0840,93,95.304725,0.000000,0.000000
0.0840,94,96.146072,0.000000,0.000000
0.0840,95,97.118047,0.000000,0.000000
0.0840,96,97.945442,0.000000,0.000000
0.0840,97,98.857971,0.000000,-0.000000
0.0840,98,99.933303,0.000000,0.000000
0.0840,99,100.958578,0.000000,0.000000
0.1000,0,1.555565,-1.839903,-15.265552
0.1000,1,2.310478,0.703670,5.078761
0.1000,2,3.381013,0.029427,0.847362
0.1000,3,4.333433,0.000356,0.017747
0.1000,4,5.300308,0.000002,0.000125
0.1000,5,6.415855,0.000000,0.000001
0.1000,6,7.582256,0.000000,0.000000
0.1000,7,8.594981,0.000000,0.000000
0.1000,8,9.604565,0.000000,0.000000
0.1000,9,10.789159,0.000000,0.000000
0.1000,10,11.693296,0.000000,0.000000
0.1000,11,12.668245,0.000000,0.000000
0.1000,12,13.548620,0.000000,0.000000
0.1000,13,14.658091,0.000000,0.000000
0.1000,14,15.647715,0.000000,0.000000
0.1000,15,16.828535,0.000000,0.000000
0.1000,16,17.725294,0.000000,0.000000
0.1000,17,18.528544,0.000000,-0.000000
0.1000,18,19.387094,0.000000,0.000000
0.1000,19,20.569846,0.000000,0.000000
0.1000,20,21.696789,0.000000,0.000000
0.1000,21,22.669362,0.000000,0.000000
0.1000,22,23.616583,0.000000,0.000000
