time,kinetic_energy,potential_energy,total_energy
23.2000,0.252103,0.247896,0.500000
23.2170,0.252064,0.247935,0.500000
23.2340,0.252007,0.247993,0.500000
23.2500,0.251936,0.248064,0.500000
23.2670,0.251843,0.248157,0.500000
23.2840,0.251733,0.248266,0.500000
23.3000,0.251616,0.248384,0.500000
23.3170,0.251477,0.248523,0.500000
23.3340,0.251325,0.248675,0.500000
23.3500,0.251170,0.248829,0.500000
23.3670,0.250996,0.249003,0.500000
23.3840,0.250813,0.249186,0.500000
23.4000,0.250635,0.249365,0.500000
23.4170,0.250440,0.249560,0.500000
23.4340,0.250241,0.249759,0.500000
23.4500,0.250053,0.249947,0.500000
23.4670,0.249852,0.250148,0.500000
23.4840,0.249653,0.250346,0.500000
23.5000,0.249470,0.250530,0.500000
23.5170,0.249280,0.250720,0.500000
23.5340,0.249097,0.250903,0.500000
23.5500,0.248933,0.251067,0.500000
23.5670,0.248768,0.251232,0.500000
23.5840,0.248615,0.251384,0.500000
23.6000,0.248483,0.251516,0.500000
23.6170,0.248357,0.251643,0.500000
23.6340,0.248246,0.251753,0.500000
23.6500,0.248157,0.251843,0.500000
23.6670,0.248079,0.251921,0.500000
23.6840,0.248019,0.251981,0.500000
23.7000,0.247979,0.252021,0.500000
23.7170,0.247954,0.252045,0.500000
23.7340,0.247949,0.252051,0.500000
23.7500,0.247961,0.252038,0.500000
23.7670,0.247993,0.252007,0.500000
23.7840,0.248042,0.251957,0.500000
23.8000,0.248106,0.251894,0.500000
23.8170,0.248189,0.251810,0.500000
23.8340,0.248290,0.251710,0.500000
23.8500,0.248399,0.251601,0.500000
23.8670,0.248528,0.251471,0.500000
23.8840,0.248671,0.251328,0.500000
23.9000,0.248817,0.251183,0.500000
23.9170,0.248982,0.251018,0.500000
23.9340,0.249156,0.250844,0.500000
23.9500,0.249326,0.250674,0.500000
23.9670,0.249513,0.250487,0.500000
23.9840,0.249704,0.250296,0.500000
24.0000,0.249885,0.250114,0.500000
24.0170,0.250079,0.249921,0.500000
24.0340,0.250272,0.249728,0.500000
24.0500,0.250450,0.249549,0.500000
24.0670,0.250636,0.249364,0.500000
24.0840,0.250815,0.249185,0.500000
24.1000,0.250976,0.249024,0.500000
24.1170,0.251138,0.248861,0.500000
24.1340,0.251290,0.248710,0.500000
24.1500,0.251421,0.248579,0.500000
24.1670,0.251548,0.248452,0.500000
24.1840,0.251660,0.248340,0.500000
24.2000,0.251751,0.248249,0.500000
24.2170,0.251832,0.248168,0.500000
24.2340,0.251896,0.248104,0.500000
24.2500,0.251940,0.248060,0.500000
24.2670,0.251970,0.248030,0.500000
24.2840,0.251981,0.248019,0.500000
24.3000,0.251975,0.248025,0.500000
24.3170,0.251950,0.248049,0.500000
24.3340,0.251908,0.248092,0.500000
24.3500,0.251852,0.248147,0.500000
24.3670,0.251777,0.248223,0.500000
24.3840,0.251685,0.248315,0.500000
24.4000,0.251584,0.248415,0.500000
24.4170,0.251463,0.248536,0.500000
24.4340,0.251329,0.248670,0.500000
24.4500,0.251192,0.248807,0.500000
24.4670,0.251036,0.248963,0.500000
24.4840,0.250871,0.249129,0.500000
24.5000,0.250708,0.249291,0.500000
24.5170,0.250530,0.249470,0.500000
24.5340,0.250346,0.249653,0.500000
24.5500,0.250171,0.249828,0.500000
24.5670,0.249984,0.250016,0.500000
24.5840,0.249797,0.250202,0.500000
24.6000,0.249624,0.250376,0.500000
24.6170,0.249443,0.250557,0.500000
24.6340,0.249268,0.250732,0.500000
24.6500,0.249109,0.250890,0.500000
24.6670,0.248949,0.251050,0.500000
24.6840,0.248799,0.251200,0.500000
24.7000,0.248669,0.251331,0.500000
24.7170,0.248542,0.251458,0.500000
24.7340,0.248429,0.251571,0.500000
24.7500,0.248336,0.251664,0.500000
24.7670,0.248252,0.251747,0.500000
24.7840,0.248185,0.251815,0.500000
24.8000,0.248137,0.251863,0.500000
24.8170,0.248103,0.251897,0.500000
24.8340,0.248086,0.251913,0.500000
24.8500,0.248087,0.251913,0.500000
24.8670,0.248105,0.251895,0.500000
24.8840,0.248140,0.251860,0.500000
24.9000,0.248188,0.251811,0.500000
24.9170,0.248256,0.251744,0.500000
24.9340,0.248340,0.251660,0.500000
24.9500,0.248433,0.251567,0.500000
24.9670,0.248545,0.251455,0.500000
24.9840,0.248670,0.251329,0.500000
25.0000,0.248800,0.251200,0.500000
25.0170,0.248947,0.251052,0.500000
25.0340,0.249104,0.250895,0.500000
25.0500,0.249259,0.250740,0.500000
25.0670,0.249430,0.250569,0.500000
25.0840,0.249606,0.250393,0.500000
25.1000,0.249775,0.250225,0.500000
25.1170,0.249956,0.250044,0.500000
25.1340,0.250137,0.249863,0.500000
25.1500,0.250305,0.249694,0.500000
25.1670,0.250482,0.249518,0.500000
25.1840,0.250653,0.249347,0.500000
25.2000,0.250808,0.249191,0.500000
25.2170,0.250966,0.249034,0.500000
25.2340,0.251114,0.248885,0.500000
25.2500,0.251244,0.248755,0.500000
25.2670,0.251371,0.248629,0.500000
25.2840,0.251485,0.248515,0.500000
25.3000,0.251579,0.248420,0.500000
25.3170,0.251665,0.248335,0.500000
25.3340,0.251736,0.248264,0.500000
25.3500,0.251787,0.248213,0.500000
25.3670,0.251826,0.248174,0.500000
25.3840,0.251847,0.248152,0.500000
25.4000,0.251852,0.248148,0.500000
25.4170,0.251841,0.248159,0.500000
25.4340,0.251812,0.248188,0.500000
25.4500,0.251770,0.248230,0.500000
25.4670,0.251710,0.248290,0.500000
25.4840,0.251634,0.248366,0.500000
25.5000,0.251548,0.248451,0.500000
25.5170,0.251444,0.248556,0.500000
25.5340,0.251327,0.248673,0.500000
25.5500,0.251205,0.248795,0.500000
25.5670,0.251066,0.248934,0.500000
25.5840,0.250916,0.249083,0.500000
25.6000,0.250769,0.249231,0.500000
25.6170,0.250605,0.249395,0.500000
25.6340,0.250436,0.249564,0.500000
25.6500,0.250274,0.249726,0.500000
25.6670,0.250099,0.249901,0.500000
25.6840,0.249924,0.250076,0.500000
25.7000,0.249760,0.250240,0.500000
25.7170,0.249588,0.250411,0.500000
25.7340,0.249421,0.250579,0.500000
25.7500,0.249268,0.250731,0.500000
25.7670,0.249113,0.250887,0.500000
25.7840,0.248966,0.251033,0.500000
25.8000,0.248837,0.251162,0.500000
25.8170,0.248711,0.251289,0.500000
25.8340,0.248597,0.251403,0.500000
25.8500,0.248501,0.251499,0.500000
25.8670,0.248413,0.251587,0.500000
25.8840,0.248340,0.251660,0.500000
25.9000,0.248285,0.251715,0.500000
25.9170,0.248242,0.251757,0.500000
25.9340,0.248216,0.251784,0.500000
25.9500,0.248206,0.251793,0.500000
25.9670,0.248212,0.251788,0.500000
25.9840,0.248234,0.251765,0.500000
26.0000,0.248270,0.251730,0.500000
26.0170,0.248324,0.251676,0.500000
26.0340,0.248392,0.251607,0.500000
26.0500,0.248470,0.251529,0.500000
26.0670,0.248567,0.251433,0.500000
26.0840,0.248677,0.251323,0.500000
26.1000,0.248791,0.251209,0.500000
26.1170,0.248923,0.251077,0.500000
26.1340,0.249064,0.250936,0.500000
26.1500,0.249205,0.250795,0.500000
26.1670,0.249361,0.250638,0.500000
26.1840,0.249523,0.250476,0.500000
26.2000,0.249680,0.250320,0.500000
26.2170,0.249848,0.250151,0.500000
26.2340,0.250018,0.249982,0.500000
26.2500,0.250177,0.249823,0.500000
26.2670,0.250344,0.249655,0.500000
26.2840,0.250508,0.249492,0.500000
26.3000,0.250658,0.249342,0.500000
26.3170,0.250810,0.249189,0.500000
26.3340,0.250955,0.249044,0.500000
26.3500,0.251083,0.248916,0.500000
26.3670,0.251209,0.248790,0.500000
26.3840,0.251324,0.248676,0.500000
26.4000,0.251421,0.248579,0.500000
26.4170,0.251510,0.248489,0.500000
26.4340,0.251586,0.248414,0.500000
26.4500,0.251644,0.248356,0.500000
26.4670,0.251690,0.248310,0.500000
26.4840,0.251721,0.248279,0.500000
26.5000,0.251735,0.248264,0.500000
26.5170,0.251735,0.248265,0.500000
26.5340,0.251719,0.248281,0.500000
26.5500,0.251689,0.248311,0.500000
26.5670,0.251642,0.248358,0.500000
26.5840,0.251580,0.248419,0.500000
26.6000,0.251509,0.248491,0.500000
26.6170,0.251420,0.248580,0.500000
26.6340,0.251317,0.248682,0.500000
26.6500,0.251210,0.248789,0.500000
26.6670,0.251086,0.248914,0.500000
26.6840,0.250952,0.249048,0.500000
26.7000,0.250818,0.249182,0.500000
26.7170,0.250668,0.249332,0.500000
26.7340,0.250513,0.249487,0.500000
26.7500,0.250362,0.249637,0.500000
26.7670,0.250200,0.249800,0.500000
26.7840,0.250035,0.249964,0.500000
26.8000,0.249881,0.250119,0.500000
26.8170,0.249718,0.250282,0.500000
26.8340,0.249558,0.250442,0.500000
26.8500,0.249411,0.250588,0.500000
26.8670,0.249261,0.250738,0.500000
26.8840,0.249118,0.250881,0.500000
26.9000,0.248991,0.251008,0.500000
26.9170,0.248866,0.251134,0.500000
26.9340,0.248751,0.251249,0.500000
26.9500,0.248653,0.251346,0.500000
26.9670,0.248562,0.251438,0.500000
26.9840,0.248484,0.251515,0.500000
27.0000,0.248424,0.251576,0.500000
27.0170,0.248374,0.251626,0.500000
27.0340,0.248339,0.251660,0.500000
27.0500,0.248321,0.251679,0.500000
27.0670,0.248316,0.251684,0.500000
27.0840,0.248327,0.251673,0.500000
27.1000,0.248351,0.251649,0.500000
27.1170,0.248391,0.251608,0.500000
27.1340,0.248446,0.251553,0.500000
27.1500,0.248511,0.251488,0.500000
27.1670,0.248594,0.251406,0.500000
27.1840,0.248689,0.251311,0.500000
27.2000,0.248789,0.251211,0.500000
27.2170,0.248906,0.251093,0.500000
27.2340,0.249033,0.250966,0.500000
27.2500,0.249161,0.250839,0.500000
27.2670,0.249304,0.250696,0.500000
27.2840,0.249453,0.250547,0.500000
27.3000,0.249598,0.250402,0.500000
27.3170,0.249754,0.250245,0.500000
27.3340,0.249913,0.250086,0.500000
27.3500,0.250063,0.249936,0.500000
27.3670,0.250222,0.249778,0.500000
27.3840,0.250378,0.249622,0.500000
27.4000,0.250522,0.249478,0.500000
27.4170,0.250669,0.249330,0.500000
27.4340,0.250810,0.249189,0.500000
27.4500,0.250936,0.249064,0.500000
27.4670,0.251061,0.248939,0.500000
27.4840,0.251176,0.248824,0.500000
27.5000,0.251274,0.248726,0.500000
27.5170,0.251367,0.248633,0.500000
27.5340,0.251447,0.248553,0.500000
27.5500,0.251509,0.248490,0.500000
27.5670,0.251562,0.248437,0.500000
27.5840,0.251601,0.248399,0.500000
27.6000,0.251624,0.248376,0.500000
27.6170,0.251633,0.248366,0.500000
27.6340,0.251628,0.248372,0.500000
27.6500,0.251609,0.248391,0.500000
27.6670,0.251574,0.248425,0.500000
27.6840,0.251525,0.248474,0.500000
27.7000,0.251466,0.248533,0.500000
27.7170,0.251391,0.248609,0.500000
27.7340,0.251303,0.248697,0.500000
27.7500,0.251209,0.248791,0.500000
27.7670,0.251098,0.248901,0.500000
27.7840,0.250978,0.249022,0.500000
27.8000,0.250857,0.249143,0.500000
27.8170,0.250720,0.249279,0.500000
27.8340,0.250578,0.249422,0.500000
27.8500,0.250439,0.249561,0.500000
27.8670,0.250287,0.249712,0.500000
27.8840,0.250134,0.249866,0.500000
27.9000,0.249988,0.250012,0.500000
27.9170,0.249834,0.250166,0.500000
27.9340,0.249681,0.250318,0.500000
27.9500,0.249541,0.250459,0.500000
27.9670,0.249396,0.250604,0.500000
27.9840,0.249257,0.250743,0.500000
28.0000,0.249132,0.250868,0.500000
28.0170,0.249008,0.250992,0.500000
28.0340,0.248893,0.251107,0.500000
28.0500,0.248795,0.251205,0.500000
28.0670,0.248701,0.251299,0.500000
28.0840,0.248619,0.251380,0.500000
28.1000,0.248554,0.251446,0.500000
28.1170,0.248498,0.251502,0.500000
28.1340,0.248456,0.251544,0.500000
28.1500,0.248430,0.251570,0.500000
28.1670,0.248416,0.251584,0.500000
28.1840,0.248416,0.251583,0.500000
28.2000,0.248430,0.251570,0.500000
28.2170,0.248459,0.251541,0.500000
28.2340,0.248502,0.251498,0.500000
28.2500,0.248555,0.251445,0.500000
28.2670,0.248624,0.251376,0.500000
28.2840,0.248706,0.251294,0.500000
28.3000,0.248794,0.251206,0.500000
28.3170,0.248897,0.251102,0.500000
28.3340,0.249011,0.250988,0.500000
28.3500,0.249126,0.250873,0.500000
28.3670,0.249257,0.250743,0.500000
28.3840,0.249393,0.250606,0.500000
28.4000,0.249527,0.250473,0.500000
28.4170,0.249673,0.250327,0.500000
28.4340,0.249821,0.250178,0.500000
28.4500,0.249963,0.250037,0.500000
28.4670,0.250113,0.249887,0.500000
28.4840,0.250261,0.249738,0.500000
28.5000,0.250399,0.249601,0.500000
28.5170,0.250541,0.249459,0.500000
28.5340,0.250678,0.249321,0.500000
28.5500,0.250801,0.249198,0.500000
28.5670,0.250925,0.249075,0.500000
28.5840,0.251039,0.248960,0.500000
28.6000,0.251138,0.248862,0.500000
28.6170,0.251233,0.248767,0.500000
28.6340,0.251316,0.248684,0.500000
28.6500,0.251383,0.248617,0.500000
28.6670,0.251442,0.248558,0.500000
28.6840,0.251487,0.248513,0.500000
28.7000,0.251517,0.248483,0.500000
28.7170,0.251535,0.248464,0.500000
28.7340,0.251539,0.248460,0.500000
28.7500,0.251530,0.248470,0.500000
28.7670,0.251507,0.248493,0.500000
28.7840,0.251469,0.248530,0.500000
28.8000,0.251422,0.248578,0.500000
28.8170,0.251359,0.248641,0.500000
28.8340,0.251283,0.248716,0.500000
28.8500,0.251202,0.248798,0.500000
28.8670,0.251104,0.248896,0.500000
28.8840,0.250997,0.249003,0.500000
28.9000,0.250887,0.249113,0.500000
28.9170,0.250763,0.249237,0.500000
28.9340,0.250632,0.249367,0.500000
28.9500,0.250504,0.249496,0.500000
28.9670,0.250363,0.249636,0.500000
28.9840,0.250220,0.249780,0.500000
29.0000,0.250083,0.249917,0.500000
29.0170,0.249937,0.250063,0.500000
29.0340,0.249792,0.250208,0.500000
29.0500,0.249657,0.250342,0.500000
29.0670,0.249518,0.250482,0.500000
29.0840,0.249383,0.250617,0.500000
29.1000,0.249261,0.250738,0.500000
29.1170,0.249139,0.250861,0.500000
29.1340,0.249025,0.250975,0.500000
29.1500,0.248926,0.251074,0.500000
29.1670,0.248830,0.251170,0.500000
29.1840,0.248746,0.251254,0.500000
29.2000,0.248677,0.251323,0.500000
29.2170,0.248616,0.251384,0.500000
29.2340,0.248567,0.251432,0.500000
29.2500,0.248534,0.251466,0.500000
29.2670,0.248512,0.251488,0.500000
29.2840,0.248503,0.251496,0.500000
29.3000,0.248508,0.251492,0.500000
29.3170,0.248527,0.251473,0.500000
29.3340,0.248558,0.251441,0.500000
29.3500,0.248601,0.251399,0.500000
29.3670,0.248658,0.251342,0.500000
29.3840,0.248727,0.251272,0.500000
29.4000,0.248803,0.251196,0.500000
29.4170,0.248895,0.251105,0.500000
29.4340,0.248996,0.251004,0.500000
29.4500,0.249100,0.250900,0.500000
29.4670,0.249218,0.250782,0.500000
29.4840,0.249343,0.250657,0.500000
29.5000,0.249466,0.250533,0.500000
29.5170,0.249602,0.250398,0.500000
29.5340,0.249740,0.250259,0.500000
29.5500,0.249873,0.250127,0.500000
29.5670,0.250015,0.249985,0.500000
29.5840,0.250156,0.249844,0.500000
29.6000,0.250288,0.249712,0.500000
29.6170,0.250425,0.249575,0.500000
29.6340,0.250557,0.249442,0.500000
29.6500,0.250678,0.249322,0.500000
29.6670,0.250799,0.249201,0.500000
29.6840,0.250912,0.249087,0.500000
29.7000,0.251012,0.248988,0.500000
29.7170,0.251108,0.248892,0.500000
29.7340,0.251193,0.248806,0.500000
29.7500,0.251264,0.248736,0.500000
29.7670,0.251327,0.248672,0.500000
29.7840,0.251378,0.248621,0.500000
29.8000,0.251415,0.248585,0.500000
29.8170,0.251441,0.248559,0.500000
29.8340,0.251453,0.248547,0.500000
29.8500,0.251453,0.248547,0.500000
29.8670,0.251439,0.248561,0.500000
29.8840,0.251412,0.248587,0.500000
29.9000,0.251375,0.248624,0.500000
29.9170,0.251324,0.248676,0.500000
29.9340,0.251260,0.248740,0.500000
29.9500,0.251189,0.248810,0.500000
29.9670,0.251104,0.248896,0.500000
29.9840,0.251008,0.248991,0.500000
30.0000,0.250910,0.249090,0.500000
30.0170,0.250798,0.249202,0.500000
30.0340,0.250678,0.249322,0.500000
30.0500,0.250560,0.249440,0.500000
30.0670,0.250430,0.249570,0.500000
30.0840,0.250296,0.249704,0.500000
30.1000,0.250167,0.249832,0.500000
30.1170,0.250030,0.249970,0.500000
30.1340,0.249892,0.250108,0.500000
30.1500,0.249763,0.250236,0.500000
30.1670,0.249629,0.250371,0.500000
30.1840,0.249498,0.250501,0.500000
30.2000,0.249380,0.250620,0.500000
30.2170,0.249260,0.250740,0.500000
30.2340,0.249147,0.250853,0.500000
30.2500,0.249048,0.250952,0.500000
30.2670,0.248951,0.251049,0.500000
30.2840,0.248864,0.251135,0.500000
30.3000,0.248792,0.251207,0.500000
30.3170,0.248727,0.251273,0.500000
30.3340,0.248673,0.251326,0.500000
30.3500,0.248634,0.251366,0.500000
30.3670,0.248605,0.251395,0.500000
30.3840,0.248588,0.251411,0.500000
30.4000,0.248585,0.251415,0.500000
30.4170,0.248594,0.251406,0.500000
30.4340,0.248616,0.251384,0.500000
30.4500,0.248648,0.251352,0.500000
30.4670,0.248694,0.251305,0.500000
30.4840,0.248753,0.251247,0.500000
30.5000,0.248818,0.251182,0.500000
30.5170,0.248898,0.251102,0.500000
30.5340,0.248987,0.251012,0.500000
30.5500,0.249080,0.250919,0.500000
30.5670,0.249187,0.250812,0.500000
30.5840,0.249302,0.250698,0.500000
30.6000,0.249415,0.250585,0.500000
30.6170,0.249540,0.250460,0.500000
30.6340,0.249669,0.250330,0.500000
30.6500,0.249794,0.250206,0.500000
30.6670,0.249927,0.250072,0.500000
30.6840,0.250062,0.249938,0.500000
30.7000,0.250187,0.249813,0.500000
30.7170,0.250319,0.249681,0.500000
30.7340,0.250447,0.249553,0.500000
30.7500,0.250564,0.249436,0.500000
30.7670,0.250683,0.249317,0.500000
30.7840,0.250795,0.249205,0.500000
30.8000,0.250894,0.249106,0.500000
30.8170,0.250991,0.249009,0.500000
30.8340,0.251078,0.248921,0.500000
30.8500,0.251152,0.248848,0.500000
30.8670,0.251219,0.248781,0.500000
30.8840,0.251275,0.248725,0.500000
30.9000,0.251317,0.248683,0.500000
30.9170,0.251349,0.248650,0.500000
30.9340,0.251369,0.248630,0.500000
30.9500,0.251377,0.248623,0.500000
30.9670,0.251372,0.248628,0.500000
30.9840,0.251355,0.248645,0.500000
31.0000,0.251327,0.248672,0.500000
31.0170,0.251286,0.248714,0.500000
31.0340,0.251233,0.248767,0.500000
31.0500,0.251173,0.248827,0.500000
31.0670,0.251098,0.248901,0.500000
31.0840,0.251014,0.248986,0.500000
31.1000,0.250926,0.249073,0.500000
31.1170,0.250825,0.249175,0.500000
31.1340,0.250716,0.249284,0.500000
31.1500,0.250607,0.249392,0.500000
31.1670,0.250487,0.249513,0.500000
31.1840,0.250362,0.249638,0.500000
31.2000,0.250242,0.249758,0.500000
31.2170,0.250112,0.249888,0.500000
31.2340,0.249981,0.250018,0.500000
31.2500,0.249859,0.250141,0.500000
31.2670,0.249730,0.250270,0.500000
31.2840,0.249604,0.250396,0.500000
31.3000,0.249489,0.250511,0.500000
31.3170,0.249371,0.250628,0.500000
31.3340,0.249260,0.250740,0.500000
31.3500,0.249161,0.250838,0.500000
31.3670,0.249064,0.250935,0.500000
31.3840,0.248976,0.251024,0.500000
31.4000,0.248902,0.251098,0.500000
31.4170,0.248833,0.251167,0.500000
31.4340,0.248774,0.251225,0.500000
31.4500,0.248730,0.251270,0.500000
31.4670,0.248695,0.251305,0.500000
31.4840,0.248671,0.251329,0.500000
31.5000,0.248660,0.251340,0.500000
31.5170,0.248661,0.251339,0.500000
31.5340,0.248673,0.251326,0.500000
31.5500,0.248697,0.251303,0.500000
31.5670,0.248733,0.251267,0.500000
31.5840,0.248781,0.251219,0.500000
31.6000,0.248836,0.251163,0.500000
31.6170,0.248905,0.251094,0.500000
31.6340,0.248984,0.251015,0.500000
31.6500,0.249067,0.250932,0.500000
31.6670,0.249164,0.250836,0.500000
31.6840,0.249267,0.250732,0.500000
31.7000,0.249371,0.250628,0.500000
31.7170,0.249487,0.250513,0.500000
31.7340,0.249607,0.250392,0.500000
31.7500,0.249724,0.250276,0.500000
31.7670,0.249849,0.250150,0.500000
31.7840,0.249976,0.250023,0.500000
31.8000,0.250096,0.249904,0.500000
31.8170,0.250222,0.249778,0.500000
31.8340,0.250346,0.249654,0.500000
31.8500,0.250459,0.249540,0.500000
31.8670,0.250575,0.249424,0.500000
31.8840,0.250686,0.249314,0.500000
31.9000,0.250784,0.249215,0.500000
31.9170,0.250881,0.249118,0.500000
31.9340,0.250970,0.249029,0.500000
31.9500,0.251046,0.248954,0.500000
31.9670,0.251116,0.248884,0.500000
31.9840,0.251176,0.248824,0.500000
32.0000,0.251223,0.248777,0.500000
32.0170,0.251261,0.248739,0.500000
32.0340,0.251288,0.248712,0.500000
32.0500,0.251302,0.248698,0.500000
32.0670,0.251306,0.248694,0.500000
32.0840,0.251297,0.248703,0.500000
32.1000,0.251278,0.248722,0.500000
32.1170,0.251246,0.248753,0.500000
32.1340,0.251203,0.248796,0.500000
32.1500,0.251153,0.248847,0.500000
32.1670,0.251089,0.248911,0.500000
32.1840,0.251015,0.248985,0.500000
32.2000,0.250936,0.249063,0.500000
32.2170,0.250845,0.249154,0.500000
32.2340,0.250746,0.249253,0.500000
32.2500,0.250647,0.249353,0.500000
32.2670,0.250536,0.249464,0.500000
32.2840,0.250420,0.249580,0.500000
32.3000,0.250308,0.249692,0.500000
32.3170,0.250186,0.249814,0.500000
32.3340,0.250062,0.249937,0.500000
32.3500,0.249946,0.250054,0.500000
32.3670,0.249822,0.250177,0.500000
32.3840,0.249701,0.250299,0.500000
32.4000,0.249589,0.250410,0.500000
32.4170,0.249475,0.250525,0.500000
32.4340,0.249365,0.250635,0.500000
32.4500,0.249267,0.250732,0.500000
32.4670,0.249170,0.250830,0.500000
32.4840,0.249081,0.250919,0.500000
32.5000,0.249005,0.250995,0.500000
32.5170,0.248933,0.251067,0.500000
32.5340,0.248871,0.251129,0.500000
32.5500,0.248822,0.251177,0.500000
32.5670,0.248781,0.251219,0.500000
32.5840,0.248751,0.251248,0.500000
32.6000,0.248734,0.251266,0.500000
32.6170,0.248727,0.251273,0.500000
32.6340,0.248731,0.251268,0.500000
32.6500,0.248746,0.251253,0.500000
32.6670,0.248774,0.251226,0.500000
32.6840,0.248812,0.251188,0.500000
32.7000,0.248858,0.251142,0.500000
32.7170,0.248917,0.251082,0.500000
32.7340,0.248986,0.251013,0.500000
32.7500,0.249060,0.250940,0.500000
32.7670,0.249146,0.250854,0.500000
32.7840,0.249240,0.250760,0.500000
32.8000,0.249335,0.250665,0.500000
32.8170,0.249442,0.250558,0.500000
32.8340,0.249553,0.250447,0.500000
32.8500,0.249662,0.250338,0.500000
32.8670,0.249780,0.250220,0.500000
32.8840,0.249900,0.250100,0.500000
32.9000,0.250014,0.249986,0.500000
32.9170,0.250134,0.249866,0.500000
32.9340,0.250253,0.249747,0.500000
32.9500,0.250363,0.249637,0.500000
32.9670,0.250476,0.249524,0.500000
32.9840,0.250585,0.249415,0.500000
33.0000,0.250682,0.249318,0.500000
33.0170,0.250779,0.249221,0.500000
33.0340,0.250868,0.249131,0.500000
33.0500,0.250945,0.249054,0.500000
33.0670,0.251018,0.248981,0.500000
33.0840,0.251082,0.248918,0.500000
33.1000,0.251132,0.248867,0.500000
33.1170,0.251176,0.248824,0.500000
33.1340,0.251209,0.248791,0.500000
33.1500,0.251229,0.248771,0.500000
33.1670,0.251240,0.248760,0.500000
33.1840,0.251239,0.248761,0.500000
33.2000,0.251228,0.248772,0.500000
33.2170,0.251205,0.248795,0.500000
33.2340,0.251171,0.248829,0.500000
33.2500,0.251129,0.248870,0.500000
33.2670,0.251075,0.248925,0.500000
33.2840,0.251010,0.248989,0.500000
33.3000,0.250942,0.249058,0.500000
33.3170,0.250860,0.249140,0.500000
33.3340,0.250771,0.249229,0.500000
33.3500,0.250680,0.249320,0.500000
33.3670,0.250578,0.249422,0.500000
33.3840,0.250471,0.249529,0.500000
33.4000,0.250366,0.249634,0.500000
33.4170,0.250251,0.249748,0.500000
33.4340,0.250135,0.249865,0.500000
33.4500,0.250024,0.249976,0.500000
33.4670,0.249906,0.250093,0.500000
33.4840,0.249790,0.250210,0.500000
33.5000,0.249682,0.250318,0.500000
33.5170,0.249570,0.250430,0.500000
33.5340,0.249463,0.250537,0.500000
33.5500,0.249366,0.250634,0.500000
33.5670,0.249269,0.250730,0.500000
33.5840,0.249180,0.250820,0.500000
33.6000,0.249102,0.250897,0.500000
33.6170,0.249028,0.250972,0.500000
33.6340,0.248963,0.251037,0.500000
33.6500,0.248911,0.251089,0.500000
33.6670,0.248865,0.251135,0.500000
33.6840,0.248830,0.251170,0.500000
33.7000,0.248806,0.251193,0.500000
33.7170,0.248792,0.251207,0.500000
33.7340,0.248789,0.251210,0.500000
33.7500,0.248797,0.251203,0.500000
33.7670,0.248816,0.251184,0.500000
33.7840,0.248845,0.251154,0.500000
33.8000,0.248883,0.251117,0.500000
33.8170,0.248933,0.251067,0.500000
33.8340,0.248993,0.251007,0.500000
33.8500,0.249057,0.250943,0.500000
33.8670,0.249134,0.250866,0.500000
33.8840,0.249219,0.250781,0.500000
33.9000,0.249305,0.250694,0.500000
33.9170,0.249403,0.250597,0.500000
33.9340,0.249506,0.250494,0.500000
33.9500,0.249607,0.250392,0.500000
33.9670,0.249718,0.250282,0.500000
33.9840,0.249831,0.250168,0.500000
34.0000,0.249939,0.250061,0.500000
34.0170,0.250054,0.249946,0.500000
34.0340,0.250168,0.249831,0.500000
34.0500,0.250274,0.249725,0.500000
34.0670,0.250384,0.249615,0.500000
34.0840,0.250491,0.249509,0.500000
34.1000,0.250586,0.249413,0.500000
34.1170,0.250683,0.249317,0.500000
34.1340,0.250772,0.249227,0.500000
34.1500,0.250850,0.249149,0.500000
34.1670,0.250925,0.249074,0.500000
34.1840,0.250992,0.249008,0.500000
34.2000,0.251046,0.248954,0.500000
34.2170,0.251094,0.248906,0.500000
34.2340,0.251132,0.248868,0.500000
34.2500,0.251158,0.248842,0.500000
34.2670,0.251175,0.248825,0.500000
34.2840,0.251181,0.248819,0.500000
34.3000,0.251177,0.248823,0.500000
34.3170,0.251162,0.248838,0.500000
34.3340,0.251137,0.248863,0.500000
34.3500,0.251103,0.248897,0.500000
34.3670,0.251057,0.248942,0.500000
34.3840,0.251002,0.248997,0.500000
34.4000,0.250942,0.249058,0.500000
34.4170,0.250869,0.249130,0.500000
34.4340,0.250789,0.249211,0.500000
34.4500,0.250707,0.249293,0.500000
34.4670,0.250613,0.249386,0.500000
34.4840,0.250514,0.249486,0.500000
34.5000,0.250417,0.249583,0.500000
34.5170,0.250310,0.249690,0.500000
34.5340,0.250200,0.249800,0.500000
34.5500,0.250095,0.249905,0.500000
34.5670,0.249983,0.250017,0.500000
34.5840,0.249871,0.250129,0.500000
34.6000,0.249767,0.250233,0.500000
34.6170,0.249658,0.250341,0.500000
34.6340,0.249553,0.250446,0.500000
34.6500,0.249459,0.250541,0.500000
34.6670,0.249363,0.250637,0.500000
34.6840,0.249273,0.250727,0.500000
34.7000,0.249195,0.250805,0.500000
34.7170,0.249119,0.250881,0.500000
34.7340,0.249051,0.250949,0.500000
34.7500,0.248996,0.251004,0.500000
34.7670,0.248946,0.251054,0.500000
34.7840,0.248906,0.251094,0.500000
34.8000,0.248877,0.251123,0.500000
34.8170,0.248857,0.251143,0.500000
